Constituent ID,History Total Years As Member,History Consecutive Years Without A Drop,Current Standing
"20171754","1","0","Dropped"
"20171755","1","0","Dropped"
"20171756","1","0","Dropped"
"20171757","1","0","Dropped"
"20171758","1","0","Dropped"
"20171759","1","0","Dropped"
"20171763","1","0","Dropped"
"20171764","1","0","Dropped"
"20171765","2","2","Lapsed"
"20171766","1","0","Dropped"
"20171767","1","0","Dropped"
"20171768","1","0","Dropped"
"20171774","2","2","Lapsed"
"20171775","1","0","Dropped"
"20171776","1","0","Dropped"
"20171777","3","3","Active"
"20171778","1","0","Dropped"
"20171779","1","0","Dropped"
"20171780","1","0","Dropped"
"20171858","1","0","Dropped"
"20171859","1","0","Dropped"
"20171860","1","0","Dropped"
"20171861","1","0","Dropped"
"20171862","1","0","Dropped"
"20171863","1","0","Dropped"
"20172003","1","0","Dropped"
"20172004","1","0","Dropped"
"20172005","1","0","Dropped"
"20172006","1","0","Dropped"
"20172007","3","3","Active"
"20172008","3","3","Active"
"20172009","3","3","Active"
"20172010","1","0","Dropped"
"20172018","3","3","Active"
"20172019","1","0","Dropped"
"20172020","1","0","Dropped"
"20172021","1","0","Dropped"
"20172022","1","0","Dropped"
"20172023","1","0","Dropped"
"20172024","1","0","Dropped"
"20172071","1","0","Dropped"
"20172072","2","2","Lapsed"
"20172073","1","0","Dropped"
"20172080","1","0","Dropped"
"20172081","1","0","Dropped"
"20172082","1","0","Dropped"
"20172169","1","0","Dropped"
"20172170","1","0","Dropped"
"20172171","1","0","Dropped"
"20172172","1","0","Dropped"
"20172173","1","0","Dropped"
"20172174","1","0","Dropped"
"20172180","1","0","Dropped"
"20172181","2","1","Lapsed"
"20172182","1","0","Dropped"
"20172183","1","0","Dropped"
"20172184","1","0","Dropped"
"20172185","1","0","Dropped"
"20172186","1","0","Dropped"
"20172187","1","0","Dropped"
"20172297","1","0","Dropped"
"20172298","1","0","Dropped"
"20172299","1","0","Dropped"
"20172300","1","0","Dropped"
"20172301","2","1","Lapsed"
"20172302","1","0","Dropped"
"20172303","1","0","Dropped"
"20172355","2","2","Lapsed"
"20172356","1","0","Dropped"
"20172357","1","0","Dropped"
"20172358","1","0","Dropped"
"20172359","1","0","Dropped"
"20172360","1","0","Dropped"
"20172367","1","0","Dropped"
"20172368","1","0","Dropped"
"20172369","1","0","Dropped"
"20172370","2","1","Lapsed"
"20172371","1","0","Dropped"
"20172372","1","0","Dropped"
"20172378","1","0","Dropped"
"20172379","1","0","Dropped"
"20172380","1","0","Dropped"
"20172381","2","2","Lapsed"
"20172382","3","2","Active"
"20172383","1","0","Dropped"
"20172384","1","0","Dropped"
"20172472","1","0","Dropped"
"20172473","1","0","Dropped"
"20172474","1","0","Dropped"
"20172475","1","0","Dropped"
"20172476","1","0","Dropped"
"20172482","3","3","Active"
"20172483","1","0","Dropped"
"20172484","1","0","Dropped"
"20172485","1","0","Dropped"
"20172486","1","0","Dropped"
"20172487","1","0","Dropped"
"20172488","1","0","Dropped"
"20172545","1","0","Dropped"
"20172546","1","0","Dropped"
"20172547","1","0","Dropped"
"20172548","1","0","Dropped"
"20172549","1","0","Dropped"
"20172550","1","0","Dropped"
"20172557","1","0","Dropped"
"20172558","1","0","Dropped"
"20172559","1","0","Dropped"
"20172560","1","0","Dropped"
"20172561","2","1","Lapsed"
"20172562","1","0","Dropped"
"20172568","1","0","Dropped"
"20172569","2","1","Lapsed"
"20172570","1","0","Dropped"
"20172571","1","0","Dropped"
"20172572","3","1","Active"
"20172573","1","0","Dropped"
"20172574","1","0","Dropped"
"20172653","1","0","Dropped"
"20172654","2","1","Lapsed"
"20172655","1","0","Dropped"
"20172657","1","0","Dropped"
"20172658","3","3","Active"
"20172659","3","3","Active"
"20172679","1","0","Dropped"
"20172680","1","0","Dropped"
"20172681","1","0","Dropped"
"20172682","1","0","Dropped"
"20172683","1","0","Dropped"
"20172684","1","0","Dropped"
"20172685","3","3","Active"
"20172739","1","0","Dropped"
"20172740","1","0","Dropped"
"20172741","1","0","Dropped"
"20172742","3","3","Active"
"20172743","3","3","Active"
"20172744","3","3","Active"
"20172766","1","0","Dropped"
"20172767","1","0","Dropped"
"20172768","1","0","Dropped"
"20172769","3","3","Active"
"20172770","3","3","Active"
"20172771","1","0","Dropped"
"20172772","1","0","Dropped"
"20172773","1","0","Dropped"
"20172774","3","3","Active"
"20172793","3","1","Active"
"20172794","1","0","Dropped"
"20172795","1","0","Dropped"
"20172796","1","0","Dropped"
"20172797","1","0","Dropped"
"20172801","1","0","Dropped"
"20172802","1","0","Dropped"
"20172803","1","0","Dropped"
"20172804","1","0","Dropped"
"20172805","1","0","Dropped"
"20172806","1","0","Dropped"
"20172807","1","0","Dropped"
"20172813","1","0","Dropped"
"20172814","1","0","Dropped"
"20172815","1","0","Dropped"
"20172816","1","0","Dropped"
"20172817","1","0","Dropped"
"20172818","1","0","Dropped"
"20172824","1","0","Dropped"
"20172825","1","0","Dropped"
"20172826","1","0","Dropped"
"20172827","1","0","Dropped"
"20172828","1","0","Dropped"
"20172829","1","0","Dropped"
"20172860","1","0","Dropped"
"20172861","1","0","Dropped"
"20172862","1","0","Dropped"
"20172863","1","0","Dropped"
"20172864","1","0","Dropped"
"20172865","2","2","Lapsed"
"20172911","1","0","Dropped"
"20172912","1","0","Dropped"
"20172913","1","0","Dropped"
"20172914","1","0","Dropped"
"20172915","1","0","Dropped"
"20172916","1","0","Dropped"
"20172922","1","0","Dropped"
"20172923","1","0","Dropped"
"20172924","1","0","Dropped"
"20172925","1","0","Dropped"
"20172926","1","0","Dropped"
"20172927","1","0","Dropped"
"20172928","1","0","Dropped"
"20172929","1","0","Dropped"
"20172937","3","3","Active"
"20172938","3","3","Active"
"20172939","1","0","Dropped"
"20172940","3","3","Active"
"20172941","1","0","Dropped"
"20172942","1","0","Dropped"
"20172949","1","0","Dropped"
"20172950","1","0","Dropped"
"20172951","1","0","Dropped"
"20172952","1","0","Dropped"
"20172953","2","2","Active"
"20172995","1","0","Dropped"
"20172996","1","0","Dropped"
"20172997","1","0","Dropped"
"20172998","1","0","Dropped"
"20172999","1","0","Dropped"
"20173000","1","0","Dropped"
"20173080","1","0","Dropped"
"20173081","1","0","Dropped"
"20173082","3","3","Active"
"20173083","1","0","Dropped"
"20173084","1","0","Dropped"
"20173085","3","3","Active"
"20173086","3","3","Active"
"20173233","1","0","Dropped"
"20173234","1","0","Dropped"
"20173235","1","0","Dropped"
"20173236","3","3","Active"
"20173237","2","2","Lapsed"
"20173238","1","0","Dropped"
"20173239","3","3","Active"
"20173268","1","0","Dropped"
"20173269","1","0","Dropped"
"20173270","1","0","Dropped"
"20173271","1","0","Dropped"
"20173272","1","0","Dropped"
"20173273","1","0","Dropped"
"20173274","1","0","Dropped"
"20173280","1","0","Dropped"
"20173281","1","0","Dropped"
"20173282","1","0","Dropped"
"20173283","1","0","Dropped"
"20173284","2","2","Lapsed"
"20173285","1","0","Dropped"
"20173311","1","0","Dropped"
"20173312","1","0","Dropped"
"20173313","2","1","Lapsed"
"20173314","1","0","Dropped"
"20173315","1","0","Dropped"
"20173316","1","0","Dropped"
"20173323","1","0","Dropped"
"20173324","1","0","Dropped"
"20173325","1","0","Dropped"
"20173326","3","3","Active"
"20173327","3","3","Active"
"20173328","3","3","Active"
"20173361","2","2","Lapsed"
"20173362","3","3","Active"
"20173363","1","0","Dropped"
"20173364","1","0","Dropped"
"20173365","1","0","Dropped"
"20173366","1","0","Dropped"
"20173428","1","0","Dropped"
"20173429","1","0","Dropped"
"20173430","1","0","Dropped"
"20173431","1","0","Dropped"
"20173432","1","0","Dropped"
"20173438","1","0","Dropped"
"20173439","1","0","Dropped"
"20173440","1","0","Dropped"
"20173441","1","0","Dropped"
"20173442","1","0","Dropped"
"20173443","1","0","Dropped"
"20173451","1","0","Dropped"
"20173452","1","0","Dropped"
"20173453","1","0","Dropped"
"20173454","1","0","Dropped"
"20173455","1","0","Dropped"
"20173456","1","0","Dropped"
"20173463","1","0","Dropped"
"20173464","1","0","Dropped"
"20173465","1","0","Dropped"
"20173466","1","0","Dropped"
"20173467","1","0","Dropped"
"20173468","1","0","Dropped"
"20173487","1","0","Dropped"
"20173488","1","0","Dropped"
"20173489","3","3","Active"
"20173490","1","0","Dropped"
"20173491","1","0","Dropped"
"20173492","1","0","Dropped"
"20173493","1","0","Dropped"
"20173512","3","3","Active"
"20173513","1","0","Dropped"
"20173514","1","0","Dropped"
"20173515","1","0","Dropped"
"20173516","1","0","Dropped"
"20173517","1","0","Dropped"
"20173543","1","0","Dropped"
"20173544","1","0","Dropped"
"20173546","1","0","Dropped"
"20173547","1","0","Dropped"
"20173548","3","3","Active"
"20173549","3","3","Active"
"20173564","1","0","Dropped"
"20173565","1","0","Dropped"
"20173566","1","0","Dropped"
"20173567","1","0","Dropped"
"20173568","1","0","Dropped"
"20173569","1","0","Dropped"
"20173620","1","0","Dropped"
"20173621","1","0","Dropped"
"20173622","1","0","Dropped"
"20173623","1","0","Dropped"
"20173624","1","0","Dropped"
"20173625","1","0","Dropped"
"20173626","1","0","Dropped"
"20173627","1","0","Dropped"
"20173628","1","0","Dropped"
"20173629","1","0","Dropped"
"20173663","1","0","Dropped"
"20173664","1","0","Dropped"
"20173665","1","0","Dropped"
"20173666","1","0","Dropped"
"20173667","1","0","Dropped"
"20173668","1","0","Dropped"
"20173669","1","0","Dropped"
"20173696","1","0","Dropped"
"20173697","1","0","Dropped"
"20173698","1","0","Dropped"
"20173699","1","0","Dropped"
"20173700","3","3","Active"
"20173701","3","3","Active"
"20173702","3","3","Active"
"20173703","3","3","Active"
"20173724","1","0","Dropped"
"20173725","1","0","Dropped"
"20173726","1","0","Dropped"
"20173727","1","0","Dropped"
"20173728","1","0","Dropped"
"20173729","1","0","Dropped"
"20173730","1","0","Dropped"
"20173775","1","0","Dropped"
"20173776","1","0","Dropped"
"20173777","1","0","Dropped"
"20173778","1","0","Dropped"
"20173779","1","0","Dropped"
"20173780","1","0","Dropped"
"20173821","1","0","Dropped"
"20173822","2","1","Lapsed"
"20173823","1","0","Dropped"
"20173824","1","0","Dropped"
"20173825","1","0","Dropped"
"20173826","1","0","Dropped"
"20173834","3","3","Active"
"20173835","3","3","Active"
"20173836","3","3","Active"
"20173837","3","3","Active"
"20173838","3","3","Active"
"20173839","3","3","Active"
"20173840","1","0","Dropped"
"20173841","2","2","Lapsed"
"20173913","1","0","Dropped"
"20173914","1","0","Dropped"
"20173915","1","0","Dropped"
"20173916","1","0","Dropped"
"20173917","1","0","Dropped"
"20173918","1","0","Dropped"
"20173940","1","0","Dropped"
"20173941","1","0","Dropped"
"20173942","1","0","Dropped"
"20173943","1","0","Dropped"
"20173944","1","0","Dropped"
"20173950","1","0","Dropped"
"20173951","0","0","Active"
"20173951","1","0","Dropped"
"20173952","1","0","Dropped"
"20173953","1","0","Dropped"
"20173954","1","0","Dropped"
"20173955","1","0","Dropped"
"20173977","1","0","Dropped"
"20173978","3","1","Active"
"20173979","1","0","Dropped"
"20173980","1","0","Dropped"
"20173981","1","0","Dropped"
"20173982","1","0","Dropped"
"20174057","1","0","Dropped"
"20174058","1","0","Dropped"
"20174059","1","0","Dropped"
"20174060","1","0","Dropped"
"20174061","1","0","Dropped"
"20174062","3","3","Active"
"20174063","1","0","Dropped"
"20174110","1","0","Dropped"
"20174111","1","0","Dropped"
"20174112","1","0","Dropped"
"20174113","1","0","Dropped"
"20174114","1","0","Dropped"
"20174168","1","0","Dropped"
"20174169","1","0","Dropped"
"20174170","1","0","Dropped"
"20174171","1","0","Dropped"
"20174172","1","0","Dropped"
"20174173","1","0","Dropped"
"20174174","1","0","Dropped"
"20174181","1","0","Dropped"
"20174182","1","0","Dropped"
"20174183","1","0","Dropped"
"20174184","1","0","Dropped"
"20174185","1","0","Dropped"
"20174224","1","0","Dropped"
"20174225","3","3","Active"
"20174226","1","0","Dropped"
"20174227","1","0","Dropped"
"20174228","1","0","Dropped"
"20174229","1","0","Dropped"
"20174264","1","0","Dropped"
"20174265","1","0","Dropped"
"20174266","1","0","Dropped"
"20174267","1","0","Dropped"
"20174268","1","0","Dropped"
"20174269","1","0","Dropped"
"20174270","1","0","Dropped"
"20174289","1","0","Dropped"
"20174290","1","0","Dropped"
"20174291","1","0","Dropped"
"20174292","1","0","Dropped"
"20174293","1","0","Dropped"
"20174294","1","0","Dropped"
"20174301","1","0","Dropped"
"20174302","1","0","Dropped"
"20174303","1","0","Dropped"
"20174304","1","0","Dropped"
"20174305","1","0","Dropped"
"20174431","1","0","Dropped"
"20174432","1","0","Dropped"
"20174433","1","0","Dropped"
"20174434","1","0","Dropped"
"20174435","2","2","Lapsed"
"20174436","1","0","Dropped"
"20174437","1","0","Dropped"
"20174438","1","0","Dropped"
"20174454","1","0","Dropped"
"20174455","1","0","Dropped"
"20174456","1","0","Dropped"
"20174457","1","0","Dropped"
"20174458","3","3","Active"
"20174459","1","0","Dropped"
"20174465","1","0","Dropped"
"20174466","1","0","Dropped"
"20174467","1","0","Dropped"
"20174468","1","0","Dropped"
"20174469","1","0","Dropped"
"20174470","3","1","Active"
"20174471","1","0","Dropped"
"20174472","1","0","Dropped"
"20174493","1","0","Dropped"
"20174494","1","0","Dropped"
"20174495","1","0","Dropped"
"20174496","1","0","Dropped"
"20174497","1","0","Dropped"
"20174498","1","0","Dropped"
"20174505","1","0","Dropped"
"20174506","1","0","Dropped"
"20174507","1","0","Dropped"
"20174508","1","0","Dropped"
"20174509","1","0","Dropped"
"20174510","1","0","Dropped"
"20174511","1","0","Dropped"
"20174512","1","0","Dropped"
"20174570","1","0","Dropped"
"20174571","1","0","Dropped"
"20174572","1","0","Dropped"
"20174573","1","0","Dropped"
"20174574","3","3","Active"
"20174600","1","0","Dropped"
"20174601","1","0","Dropped"
"20174602","2","2","Lapsed"
"20174603","1","0","Dropped"
"20174604","1","0","Dropped"
"20174605","1","0","Dropped"
"20174606","1","0","Dropped"
"20174607","1","0","Dropped"
"20174651","1","0","Dropped"
"20174652","1","0","Dropped"
"20174653","1","0","Dropped"
"20174654","2","1","Lapsed"
"20174655","1","0","Dropped"
"20174656","1","0","Dropped"
"20174703","1","0","Dropped"
"20174704","1","0","Dropped"
"20174705","1","0","Dropped"
"20174706","1","0","Dropped"
"20174707","2","2","Lapsed"
"20174708","1","0","Dropped"
"20174709","1","0","Dropped"
"20174753","1","0","Dropped"
"20174754","1","0","Dropped"
"20174755","1","0","Dropped"
"20174756","1","0","Dropped"
"20174757","1","0","Dropped"
"20174758","1","0","Dropped"
"20174764","1","0","Dropped"
"20174765","1","0","Dropped"
"20174766","1","0","Dropped"
"20174767","3","3","Active"
"20174768","3","3","Active"
"20174769","3","3","Active"
"20174770","3","3","Active"
"20174791","1","0","Dropped"
"20174792","1","0","Dropped"
"20174793","1","0","Dropped"
"20174794","1","0","Dropped"
"20174795","1","0","Dropped"
"20174796","1","0","Dropped"
"20174797","1","0","Dropped"
"20174825","3","3","Active"
"20174826","1","0","Dropped"
"20174828","3","3","Active"
"20174829","1","0","Dropped"
"20174830","1","0","Dropped"
"20174832","3","1","Active"
"20174833","1","0","Dropped"
"20174840","1","0","Dropped"
"20174841","1","0","Dropped"
"20174842","1","0","Dropped"
"20174843","1","0","Dropped"
"20174844","1","0","Dropped"
"20174845","1","0","Dropped"
"20174952","1","0","Dropped"
"20174953","1","0","Dropped"
"20174954","1","0","Dropped"
"20174955","1","0","Dropped"
"20174956","1","0","Dropped"
"20174957","1","0","Dropped"
"20174958","1","0","Dropped"
"20174965","1","0","Dropped"
"20174966","1","0","Dropped"
"20174967","1","0","Dropped"
"20174969","3","3","Active"
"20174970","3","3","Active"
"20174971","3","3","Active"
"20174992","1","0","Dropped"
"20174993","1","0","Dropped"
"20174994","1","0","Dropped"
"20174995","1","0","Dropped"
"20174996","1","0","Dropped"
"20174997","1","0","Dropped"
"20175024","1","0","Dropped"
"20175025","1","0","Dropped"
"20175026","3","0","Active"
"20175027","1","0","Dropped"
"20175028","1","0","Dropped"
"20175029","1","0","Dropped"
"20175030","1","0","Dropped"
"20175118","1","0","Dropped"
"20175119","1","0","Dropped"
"20175120","1","0","Dropped"
"20175121","1","0","Dropped"
"20175122","1","0","Dropped"
"20175130","1","0","Dropped"
"20175131","1","0","Dropped"
"20175132","1","0","Dropped"
"20175133","1","0","Dropped"
"20175134","1","0","Dropped"
"20175135","1","0","Dropped"
"20175141","1","0","Dropped"
"20175142","1","0","Dropped"
"20175143","1","0","Dropped"
"20175144","1","0","Dropped"
"20175145","1","0","Dropped"
"20175161","1","0","Dropped"
"20175162","1","0","Dropped"
"20175163","3","3","Active"
"20175165","3","3","Active"
"20175166","3","3","Active"
"20175167","3","3","Active"
"20175186","1","0","Dropped"
"20175187","1","0","Dropped"
"20175188","1","0","Dropped"
"20175189","1","0","Dropped"
"20175190","1","0","Dropped"
"20175191","1","0","Dropped"
"20175266","1","0","Dropped"
"20175267","1","0","Dropped"
"20175268","1","0","Dropped"
"20175269","1","0","Dropped"
"20175270","1","0","Dropped"
"20175271","1","0","Dropped"
"20175272","1","0","Dropped"
"20175273","1","0","Dropped"
"20175307","1","0","Dropped"
"20175308","1","0","Dropped"
"20175309","1","0","Dropped"
"20175310","1","0","Dropped"
"20175311","1","0","Dropped"
"20175312","1","0","Dropped"
"20175319","1","0","Dropped"
"20175320","1","0","Dropped"
"20175321","1","0","Dropped"
"20175322","1","0","Dropped"
"20175323","2","2","Lapsed"
"20175324","1","0","Dropped"
"20175325","1","0","Dropped"
"20175363","1","0","Dropped"
"20175364","1","0","Dropped"
"20175365","1","0","Dropped"
"20175366","1","0","Dropped"
"20175367","1","0","Dropped"
"20175368","1","0","Dropped"
"20175369","1","0","Dropped"
"20175370","1","0","Dropped"
"20175371","1","0","Dropped"
"20175399","1","0","Dropped"
"20175400","1","0","Dropped"
"20175401","1","0","Dropped"
"20175402","1","0","Dropped"
"20175403","1","0","Dropped"
"20175404","3","3","Active"
"20175405","3","3","Active"
"20175406","3","3","Active"
"20175419","1","0","Dropped"
"20175420","1","0","Dropped"
"20175421","1","0","Dropped"
"20175422","1","0","Dropped"
"20175423","1","0","Dropped"
"20175424","1","0","Dropped"
"20175449","1","0","Dropped"
"20175450","3","3","Active"
"20175451","1","0","Dropped"
"20175452","1","0","Dropped"
"20175453","1","0","Dropped"
"20175454","1","0","Dropped"
"20175502","1","0","Dropped"
"20175503","1","0","Dropped"
"20175504","1","0","Dropped"
"20175505","1","0","Dropped"
"20175506","1","0","Dropped"
"20175507","1","0","Dropped"
"20175673","1","0","Dropped"
"20175674","1","0","Dropped"
"20175675","1","0","Dropped"
"20175676","1","0","Dropped"
"20175677","1","0","Dropped"
"20175678","1","0","Dropped"
"20175679","1","0","Dropped"
"20175686","1","0","Dropped"
"20175687","1","0","Dropped"
"20175688","1","0","Dropped"
"20175689","1","0","Dropped"
"20175690","1","0","Dropped"
"20175691","1","0","Dropped"
"20175692","1","0","Dropped"
"20175693","1","0","Dropped"
"20175700","1","0","Dropped"
"20175701","3","3","Active"
"20175702","1","0","Dropped"
"20175703","1","0","Dropped"
"20175704","1","0","Dropped"
"20175705","1","0","Dropped"
"20175762","1","0","Dropped"
"20175763","1","0","Dropped"
"20175764","1","0","Dropped"
"20175765","2","2","Lapsed"
"20175766","1","0","Dropped"
"20175767","1","0","Dropped"
"20175887","1","0","Dropped"
"20175888","1","0","Dropped"
"20175889","1","0","Dropped"
"20175890","1","0","Dropped"
"20175891","1","0","Dropped"
"20175892","1","0","Dropped"
"20175893","3","3","Active"
"20175900","1","0","Dropped"
"20175901","1","0","Dropped"
"20175902","1","0","Dropped"
"20175903","1","0","Dropped"
"20175904","1","0","Dropped"
"20175905","1","0","Dropped"
"20175936","1","0","Dropped"
"20175937","1","0","Dropped"
"20175938","1","0","Dropped"
"20175939","1","0","Dropped"
"20175940","1","0","Dropped"
"20175941","1","0","Dropped"
"20175942","1","0","Dropped"
"20176000","1","0","Dropped"
"20176001","1","0","Dropped"
"20176002","1","0","Dropped"
"20176003","1","0","Dropped"
"20176004","1","0","Dropped"
"20176005","1","0","Dropped"
"20176006","1","0","Dropped"
"20176014","1","0","Dropped"
"20176015","2","2","Lapsed"
"20176016","1","0","Dropped"
"20176017","1","0","Dropped"
"20176018","1","0","Dropped"
"20176019","1","0","Dropped"
"20176020","1","0","Dropped"
"20176028","1","0","Dropped"
"20176029","1","0","Dropped"
"20176030","1","0","Dropped"
"20176031","3","3","Active"
"20176032","1","0","Dropped"
"20176033","1","0","Dropped"
"20176054","2","0","Active"
"20176055","2","2","Active"
"20176056","1","0","Dropped"
"20176057","1","0","Dropped"
"20176058","1","0","Dropped"
"20176059","1","0","Dropped"
"20176060","1","0","Dropped"
"20176122","1","0","Dropped"
"20176123","1","0","Dropped"
"20176124","1","0","Dropped"
"20176125","1","0","Dropped"
"20176126","1","0","Dropped"
"20176127","1","0","Dropped"
"20176146","1","0","Dropped"
"20176147","1","0","Dropped"
"20176148","1","0","Dropped"
"20176149","1","0","Dropped"
"20176150","1","0","Dropped"
"20176151","1","0","Dropped"
"20176152","1","0","Dropped"
"20176153","1","0","Dropped"
"20176160","1","0","Dropped"
"20176161","1","0","Dropped"
"20176165","2","2","Active"
"20176166","2","2","Active"
"20176167","2","2","Active"
"20176228","1","0","Dropped"
"20176229","1","0","Dropped"
"20176230","1","0","Dropped"
"20176231","2","1","Active"
"20176232","2","2","Lapsed"
"20176233","2","2","Active"
"20176234","1","0","Dropped"
"20176252","1","0","Dropped"
"20176253","1","1","Lapsed"
"20176254","1","0","Dropped"
"20176255","1","0","Dropped"
"20176256","1","0","Dropped"
"20176257","1","0","Dropped"
"20176306","1","0","Dropped"
"20176307","1","0","Dropped"
"20176308","1","0","Dropped"
"20176309","1","0","Dropped"
"20176310","1","0","Dropped"
"20176311","1","0","Dropped"
"20176312","2","1","Active"
"20176313","1","0","Dropped"
"20176314","1","0","Dropped"
"20176323","1","0","Dropped"
"20176324","1","0","Dropped"
"20176325","1","0","Dropped"
"20176326","1","0","Dropped"
"20176327","1","0","Dropped"
"20176328","1","0","Dropped"
"20176378","1","0","Dropped"
"20176379","1","0","Dropped"
"20176380","1","0","Dropped"
"20176381","1","0","Dropped"
"20176382","2","1","Lapsed"
"20176383","1","0","Dropped"
"20176384","1","0","Dropped"
"20176402","1","0","Dropped"
"20176403","1","0","Dropped"
"20176404","1","0","Dropped"
"20176405","1","0","Dropped"
"20176407","1","0","Dropped"
"20176413","2","1","Lapsed"
"20176414","1","0","Dropped"
"20176420","1","0","Dropped"
"20176421","1","0","Dropped"
"20176422","1","0","Dropped"
"20176423","1","0","Dropped"
"20176424","1","0","Dropped"
"20176425","1","0","Dropped"
"20176432","1","0","Dropped"
"20176433","1","0","Dropped"
"20176434","1","0","Dropped"
"20176435","1","0","Dropped"
"20176436","1","0","Dropped"
"20176437","1","0","Dropped"
"20176443","1","0","Dropped"
"20176444","1","0","Dropped"
"20176446","2","2","Active"
"20176448","2","2","Active"
"20176449","2","2","Active"
"20176450","1","0","Dropped"
"20176494","1","0","Dropped"
"20176495","1","0","Dropped"
"20176496","1","0","Dropped"
"20176497","1","0","Dropped"
"20176498","1","0","Dropped"
"20176499","1","0","Dropped"
"20176561","1","0","Dropped"
"20176566","2","2","Active"
"20176567","1","0","Dropped"
"20176586","1","0","Dropped"
"20176587","1","0","Dropped"
"20176588","1","0","Dropped"
"20176589","2","1","Lapsed"
"20176590","1","0","Dropped"
"20176591","1","0","Dropped"
"20176592","1","0","Dropped"
"20176622","1","0","Dropped"
"20176623","2","2","Lapsed"
"20176624","1","0","Dropped"
"20176625","1","0","Dropped"
"20176626","1","0","Dropped"
"20176627","1","0","Dropped"
"20176628","2","1","Lapsed"
"20176740","1","0","Dropped"
"20176741","1","0","Dropped"
"20176742","1","0","Dropped"
"20176743","1","0","Dropped"
"20176744","1","0","Dropped"
"20176745","1","0","Dropped"
"20176746","1","0","Dropped"
"20176767","2","2","Active"
"20176768","1","0","Dropped"
"20176769","1","0","Dropped"
"20176770","1","0","Dropped"
"20176771","1","0","Dropped"
"20176772","1","0","Dropped"
"20176971","1","0","Dropped"
"20176972","1","0","Dropped"
"20176973","1","0","Dropped"
"20176974","1","0","Dropped"
"20176975","1","0","Dropped"
"20176976","1","0","Dropped"
"20176977","1","0","Dropped"
"20176999","1","0","Dropped"
"20177000","1","0","Dropped"
"20177001","1","0","Dropped"
"20177002","1","0","Dropped"
"20177003","1","0","Dropped"
"20177004","1","0","Dropped"
"20177005","1","0","Dropped"
"20177006","1","0","Dropped"
"20177052","1","0","Dropped"
"20177053","2","1","Active"
"20177054","1","0","Dropped"
"20177055","1","0","Dropped"
"20177056","1","0","Dropped"
"20177057","1","0","Dropped"
"20177058","1","0","Dropped"
"20177059","1","0","Dropped"
"20177113","1","0","Dropped"
"20177114","1","0","Dropped"
"20177115","1","0","Dropped"
"20177116","1","0","Dropped"
"20177117","1","0","Dropped"
"20177152","1","0","Dropped"
"20177153","1","0","Dropped"
"20177154","1","0","Dropped"
"20177155","1","0","Dropped"
"20177156","1","0","Dropped"
"20177192","1","0","Dropped"
"20177193","1","0","Dropped"
"20177194","1","0","Dropped"
"20177195","1","0","Dropped"
"20177196","1","0","Dropped"
"20177197","1","0","Dropped"
"20177198","1","1","Lapsed"
"20177199","1","0","Dropped"
"20177253","1","0","Dropped"
"20177254","1","0","Dropped"
"20177255","1","0","Dropped"
"20177258","2","2","Active"
"20177309","1","0","Dropped"
"20177310","1","0","Dropped"
"20177311","1","0","Dropped"
"20177312","1","0","Dropped"
"20177313","1","0","Dropped"
"20177314","1","0","Dropped"
"20177366","2","1","Active"
"20177367","1","0","Dropped"
"20177368","1","0","Dropped"
"20177369","1","0","Dropped"
"20177370","1","0","Dropped"
"20177371","1","0","Dropped"
"20177372","1","0","Dropped"
"20177441","1","0","Dropped"
"20177442","1","0","Dropped"
"20177443","1","0","Dropped"
"20177444","1","0","Dropped"
"20177445","1","0","Dropped"
"20177446","1","0","Dropped"
"20177447","1","0","Dropped"
"20177454","2","2","Active"
"20177455","1","0","Dropped"
"20177456","1","0","Dropped"
"20177457","1","0","Dropped"
"20177458","1","0","Dropped"
"20177459","1","0","Dropped"
"20177460","1","0","Dropped"
"20177479","1","0","Dropped"
"20177480","1","0","Dropped"
"20177481","1","0","Dropped"
"20177482","1","0","Dropped"
"20177483","1","0","Dropped"
"20177484","1","0","Dropped"
"20177485","2","2","Lapsed"
"20177528","1","0","Dropped"
"20177529","1","0","Dropped"
"20177530","1","0","Dropped"
"20177531","1","0","Dropped"
"20177532","1","0","Dropped"
"20177533","1","0","Dropped"
"20177563","1","0","Dropped"
"20177564","2","2","Active"
"20177565","1","0","Dropped"
"20177566","1","0","Dropped"
"20177567","1","0","Dropped"
"20177568","1","0","Dropped"
"20177659","1","0","Dropped"
"20177660","1","0","Dropped"
"20177661","1","0","Dropped"
"20177662","1","0","Dropped"
"20177663","1","0","Dropped"
"20177664","1","0","Dropped"
"20177665","2","2","Lapsed"
"20177666","1","0","Dropped"
"20177673","1","0","Dropped"
"20177674","1","0","Dropped"
"20177675","1","0","Dropped"
"20177676","1","0","Dropped"
"20177677","1","0","Dropped"
"20177684","1","0","Dropped"
"20177685","1","0","Dropped"
"20177686","1","0","Dropped"
"20177687","1","0","Dropped"
"20177688","1","0","Dropped"
"20177689","1","0","Dropped"
"20177690","1","0","Dropped"
"20177698","1","0","Dropped"
"20177699","1","0","Dropped"
"20177700","1","0","Dropped"
"20177701","1","0","Dropped"
"20177702","1","0","Dropped"
"20177703","1","0","Dropped"
"20177704","1","0","Dropped"
"20177761","1","0","Dropped"
"20177762","1","0","Dropped"
"20177763","1","0","Dropped"
"20177764","1","0","Dropped"
"20177765","2","1","Lapsed"
